name,lat,lon,open,close,type,province
ปางช้างแม่แตง,19.1982516,98.8867013,8:00,17:00,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,chiangmai
น้ำตกแม่ปาน,18.5303378,98.4582365,8:00,18:00,แหล่งท่องเที่ยวทางธรรมชาติ,chiangmai
น้ำตกแม่กลาง,18.4966753,98.6675444,9:00,16:00,แหล่งท่องเที่ยวทางธรรมชาติ,chiangmai
น้ำตกห้วยแก้ว,18.8118467,98.9445458,7:00,18:00,แหล่งท่องเที่ยวทางธรรมชาติ,chiangmai
น้ำตกห้วยน้ำดัง,19.3195698,98.5971799,8:00,16:00,แหล่งท่องเที่ยวทางธรรมชาติ,chiangmai
น้ำตกหมอกฟ้า,19.1123077,98.7747929,7:00,18:00,แหล่งท่องเที่ยวทางธรรมชาติ,chiangmai
น้ำตกสิริภูมิ,18.5471959,98.5121858,9:00,18:00,แหล่งท่องเที่ยวทางธรรมชาติ,chiangmai
น้ำตกม่อนหินไหล,19.2624,99.1013497,8:00,16:30,แหล่งท่องเที่ยวทางธรรมชาติ,chiangmai
วัน นิมมาน ,18.799937,98.967562,11:00,22:00,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,chiangmai
สวนป่าแม่แจ่ม ,18.307437,98.363062,8:30,18:00,แหล่งท่องเที่ยวทางธรรมชาติ,chiangmai
ศูนย์พัฒนาโครงการหลวงวัดจันทร์,19.068188,98.291938,8:00,17:00,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,chiangmai
พันธุ์ทิพย์ ไลฟ์สไตล์ ฮับ   เชียงใหม่,18.781813,98.999813,10:00,21:00,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,chiangmai
หมู่บ้านทำร่มบ่อสร้าง,18.764313,99.082188,8:30,17:00,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,chiangmai
ท่าตอน ,20.060563,99.359813,16:00,22:00,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,chiangmai
วัดกองกาน ,18.547812,98.352937,8:00,18:00,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,chiangmai
อุทยานแห่งชาติดอยสุเทพ ปุย ,18.807063,98.916062,8:00,18:00,แหล่งท่องเที่ยวทางธรรมชาติ,chiangmai
น้ำตกตาดหมอก ตาดเหมย  ,18.925812,99.348687,8:00,18:00,แหล่งท่องเที่ยวทางธรรมชาติ,chiangmai
Thepoe   เด๊อะโพ,19.061687,98.277687,8:00,18:00,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,chiangmai
อุทยานแห่งชาติออบหลวง ,18.190438,98.527687,8:00,18:00,แหล่งท่องเที่ยวทางธรรมชาติ,chiangmai
